"ID","Opportunity Name","AccountId","Amount","Close Date","Stage","Product","Sales Agent","Opportunity_ID__c","STATUS"
"006i800000079c6AAA","Betatech - GTX Basic","001i8000001ALqSAAW","560.0","2017-09-27","Closed Won","GTX Basic","Anna Snelling","8QOUXQEV","Item Created"
"006i800000079c7AAA","Yearin - GTX Plus Basic","001i8000001AkgOAAS","1167.0","2017-07-02","Closed Won","GTX Plus Basic","Boris Faz","6SC26SGG","Item Created"
"006i800000079c8AAA","Initech - GTX Plus Pro","001i8000001AkfhAAC","0.0","2017-07-10","Closed Lost","GTX Plus Pro","Cassey Cress","GITEQ8VZ","Item Created"
"006i800000079c9AAA","Betasoloin - MG Advanced","001i8000001ALqRAAW","3280.0","2017-09-26","Closed Won","MG Advanced","Cassey Cress","2Y9R7T2W","Item Created"
"006i800000079cAAAQ","Genco Pura Olive Oil Company - MG Advanced","001i8000001AkfZAAS","3427.0","2017-09-15","Closed Won","MG Advanced","Cecily Lampkin","8U5GBXK1","Item Created"
"006i800000079cBAAQ","Silis - GTX Basic","001i8000001Akg7AAC","0.0","2017-07-12","Closed Lost","GTX Basic","Corliss Cosme","THI3LNT0","Item Created"
"006i800000079cCAAQ","Plussunin - GTX Plus Basic","001i8000001Akg0AAC","0.0","2017-07-08","Closed Lost","GTX Plus Basic","Daniell Hammack","KTLIR2ZX","Item Created"
"006i800000079cDAAQ","Iselectrics - GTX Plus Basic","001i8000001AkfkAAC","940.0","2017-09-27","Closed Won","GTX Plus Basic","Daniell Hammack","G2EECJNG","Item Created"
"006i800000079cEAAQ","Warephase - GTX Basic","001i8000001AkgKAAS","565.0","2017-09-29","Closed Won","GTX Basic","Darcel Schlecht","UZN5JBF3","Item Created"
"006i800000079cFAAQ","Conecom - GTX Pro","001i8000001AkfKAAS","4749.0","2017-07-06","Closed Won","GTX Pro","Darcel Schlecht","2CZVRGQ4","Item Created"
"006i800000079cGAAQ","Labdrill - MG Special","001i8000001AkfqAAC","51.0","2017-07-09","Closed Won","MG Special","Elease Gluck","K5D2IP27","Item Created"
"006i800000079cHAAQ","Statholdings - MG Special","001i8000001AkgBAAS","0.0","2017-08-28","Closed Lost","MG Special","Gladys Colclough","PTKOWYW6","Item Created"
"006i800000079cIAAQ","Y-corporation - GTX Pro","001i8000001AkgNAAS","0.0","2017-07-08","Closed Lost","GTX Pro","James Ascencio","G3DIX74Y","Item Created"
"006i800000079cJAAQ","Warephase - GTX Basic","001i8000001AkgKAAS","0.0","2017-07-07","Closed Lost","GTX Basic","Jonathan Berthelot","4F8MNVNP","Item Created"
"006i800000079cKAAQ","Doncon - MG Special","001i8000001AkfOAAS","0.0","2017-07-01","Closed Lost","MG Special","Markita Hansen","7UL8T1BZ","Item Created"
"006i800000079cLAAQ","Konmatfix - MG Advanced","001i8000001AkfpAAC","3699.0","2017-07-09","Closed Won","MG Advanced","Marty Freudenburg","4HP16LRH","Item Created"
"006i800000079cMAAQ","Cheers - GTX Plus Pro","001i8000001ALqZAAW","5909.0","2017-07-07","Closed Won","GTX Plus Pro","Maureen Marcano","MNTHSHH6","Item Created"
"006i800000079cNAAQ","Condax - GTX Basic","001i8000001AkfJAAS","0.0","2017-11-01","Closed Lost","GTX Basic","Moses Frase","Q7C5MJ4W","Item Created"
"006i800000079cOAAQ","Dontechi - GTX Pro","001i8000001AkfQAAS","0.0","2017-07-01","Closed Lost","GTX Pro","Niesha Huffines","ON9H54WD","Item Created"
"006i800000079cPAAQ","Condax - GTX Plus Pro","001i8000001AkfJAAS","0.0","2017-07-07","Closed Lost","GTX Plus Pro","Reed Clapper","8M3H9UME","Item Created"
"006i800000079cQAAQ","Massive Dynamic - GTX Plus Pro","001i8000001AkfsAAC","5927.0","2017-09-19","Closed Won","GTX Plus Pro","Reed Clapper","5J1C46RJ","Item Created"
"006i800000079cRAAQ","Bluth Company - MG Special","001i8000001ALqWAAW","60.0","2017-09-18","Closed Won","MG Special","Reed Clapper","0BSYDRMT","Item Created"
"006i800000079cSAAQ","Zencorporation - MG Advanced","001i8000001AkgQAAS","3351.0","2017-07-11","Closed Won","MG Advanced","Reed Clapper","NKERC6IA","Item Created"
"006i800000079cTAAQ","Nam-zim - MG Special","001i8000001AkfuAAC","64.0","2017-07-09","Closed Won","MG Special","Rosalina Dieter","H6AN87LE","Item Created"
"006i800000079cUAAQ","Donquadtech - MG Advanced","001i8000001AkfPAAS","0.0","2017-07-02","Closed Lost","MG Advanced","Rosie Papadopoulos","1SSFC7XZ","Item Created"
"006i800000079cVAAQ","dambase - MG Special","001i8000001AkfMAAS","47.0","2017-07-11","Closed Won","MG Special","Versie Hillebrand","0XK80WX8","Item Created"
"006i800000079cWAAQ","Dontechi - MG Special","001i8000001AkfQAAS","53.0","2017-07-01","Closed Won","MG Special","Versie Hillebrand","X4ARE2PT","Item Created"
"006i800000079cXAAQ","Y-corporation - GTX Basic","001i8000001AkgNAAS","0.0","2017-07-12","Closed Lost","GTX Basic","Vicki Laflamme","KCIFANLK","Item Created"
"006i800000079cYAAQ","Acme Corporation - GTX Basic","001i8000001ALqQAAW","0.0","2017-09-23","Closed Lost","GTX Basic","Violet Mclelland","J7U29ZM5","Item Created"
"006i800000079cZAAQ","Streethex - GTX Plus Basic","001i8000001AkgCAAS","1096.0","2017-09-29","Negotiation/Review","GTX Plus Basic","Boris Faz","JUHQ1POT","Item Created"
"006i800000079caAAA","Acme Corporation - GTX Plus Basic","001i8000001ALqQAAW","0.0","2017-08-15","Closed Lost","GTX Plus Basic","Boris Faz","3KVXBQ5V","Item Created"
"006i800000079cbAAA","Globex Corporation - GTX Plus Pro","001i8000001AkfaAAC","4391.0","2017-07-11","Closed Won","GTX Plus Pro","Cecily Lampkin","7T9J42UX","Item Created"
"006i800000079ccAAA","Statholdings - GTX Plus Basic","001i8000001AkgBAAS","1308.0","2017-07-11","Closed Won","GTX Plus Basic","Darcel Schlecht","2J649YC5","Item Created"
"006i800000079cdAAA","Rangreen - GTX Pro","001i8000001Akg1AAC","4888.0","2017-09-23","Closed Won","GTX Pro","Darcel Schlecht","9N66Q1VO","Item Created"
"006i800000079ceAAA","Condax - GTX Basic","001i8000001AkfJAAS","535.0","2017-09-25","Closed Won","GTX Basic","Donn Cantrell","ZWXKCHOO","Item Created"
"006i800000079cfAAA","Dalttechnology - GTX Plus Pro","001i8000001AkfLAAS","0.0","2017-11-03","Closed Lost","GTX Plus Pro","Elease Gluck","I8OUZNDS","Item Created"
"006i800000079cgAAA","Betasoloin - MG Special","001i8000001ALqRAAW","0.0","2017-09-16","Closed Lost","MG Special","Garret Kinder","CJZLM3WA","Item Created"
"006i800000079chAAA","Isdom - MG Advanced","001i8000001AkfjAAC","3252.0","2017-07-06","Closed Won","MG Advanced","Gladys Colclough","4QTD5X53","Item Created"
"006i800000079ciAAA","Hottechi - GTX Basic","001i8000001AQMaAAO","0.0","2017-07-03","Closed Lost","GTX Basic","Jonathan Berthelot","LQXWWZGN","Item Created"
"006i800000079cjAAA","Toughzap - MG Special","001i8000001AkgGAAS","0.0","2017-08-27","Closed Lost","MG Special","Jonathan Berthelot","NT510FGZ","Item Created"
"006i800000079ckAAA","Scottech - GTX Basic","001i8000001Akg6AAC","574.0","2017-07-11","Closed Won","GTX Basic","Jonathan Berthelot","2IQ0ZY9W","Item Created"
"006i800000079clAAA","Codehow - GTX Plus Basic","001i8000001ALqaAAG","1012.0","2017-08-11","Closed Won","GTX Plus Basic","Jonathan Berthelot","N3TUSU37","Item Created"
"006i800000079cmAAA","Dalttechnology - GTX Pro","001i8000001AkfLAAS","4821.0","2017-09-29","Negotiation/Review","GTX Pro","Kary Hendrixson","VSYO182N","Item Created"
"006i800000079cnAAA","Dalttechnology - GTX Basic","001i8000001AkfLAAS","576.0","2017-07-07","Closed Won","GTX Basic","Kary Hendrixson","O6LVMQ5R","Item Created"
"006i800000079coAAA","Isdom - MG Advanced","001i8000001AkfjAAC","0.0","2017-07-03","Closed Lost","MG Advanced","Lajuana Vencill","072ELFQF","Item Created"
"006i800000079cpAAA","Sonron - MG Special","001i8000001Akg9AAC","0.0","2017-07-03","Closed Lost","MG Special","Markita Hansen","CDFKC6E0","Item Created"
"006i800000079cqAAA","Hottechi - MG Advanced","001i8000001AQMaAAO","0.0","2017-07-08","Closed Lost","MG Advanced","Markita Hansen","Z005FB1N","Item Created"
"006i80000007Q0zAAE","J-Texon - GTX Basic","001i8000001AkflAAC","592.0","2017-07-12","Closed Won","GTX Basic","Markita Hansen","LYAFXO9B","Item Created"
"006i80000007Q10AAE","Doncon - GTX Pro","001i8000001AkfOAAS","4859.0","2017-07-09","Closed Won","GTX Pro","Markita Hansen","SNY2UWJ2","Item Created"
"006i80000007Q11AAE","Green-Plus - MG Special","001i8000001AkfeAAC","50.0","2017-07-02","Closed Won","MG Special","Markita Hansen","UFIAFP10","Item Created"
"006i80000007Q12AAE","Konex - MG Advanced","001i8000001AkfoAAC","3225.0","2017-09-30","Closed Won","MG Advanced","Markita Hansen","MG7CZFIG","Item Created"
"006i80000007Q13AAE","Stanredtax - GTX Plus Pro","001i8000001AkgAAAS","5422.0","2017-07-09","Closed Won","GTX Plus Pro","Marty Freudenburg","H4U50AEW","Item Created"
"006i80000007Q14AAE","Domzoom - MG Advanced","001i8000001AkfNAAS","3657.0","2017-07-11","Closed Won","MG Advanced","Marty Freudenburg","8PU9FIQS","Item Created"
"006i80000007Q15AAE","Fasehatice - GTX Plus Basic","001i8000001AkfSAAS","0.0","2017-07-07","Closed Lost","GTX Plus Basic","Maureen Marcano","FBQN3UM3","Item Created"
"006i80000007Q16AAE","Goodsilron - GTX Plus Pro","001i8000001AkfdAAC","4974.0","2017-07-10","Closed Won","GTX Plus Pro","Maureen Marcano","MJ12SZ89","Item Created"
"006i80000007Q17AAE","Lexiqvolax - GTX Pro","001i8000001AkfrAAC","4689.0","2017-08-07","Closed Won","GTX Pro","Maureen Marcano","B6F9PSRN","Item Created"
"006i80000007Q18AAE","Toughzap - GTX Plus Basic","001i8000001AkgGAAS","0.0","2017-07-10","Closed Lost","GTX Plus Basic","Niesha Huffines","RLDIPPFT","Item Created"
"006i80000007Q19AAE","Warephase - MG Special","001i8000001AkgKAAS","50.0","2017-07-12","Closed Won","MG Special","Niesha Huffines","TKKSOBRC","Item Created"
"006i80000007Q1AAAU","Mathtouch - GTX Pro","001i8000001AkftAAC","0.0","2017-07-03","Closed Lost","GTX Pro","Reed Clapper","FCWU08BA","Item Created"
"006i80000007Q1BAAU","Kan-code - GTX Pro","001i8000001AkfmAAC","4611.0","2017-08-23","Closed Won","GTX Pro","Reed Clapper","AX63HIS9","Item Created"
"006i80000007Q1CAAU","Stanredtax - MG Advanced","001i8000001AkgAAAS","0.0","2017-07-13","Closed Lost","MG Advanced","Versie Hillebrand","1F8MPXZQ","Item Created"
"006i80000007Q1DAAU","Kan-code - GTX Basic","001i8000001AkfmAAC","571.0","2017-07-11","Closed Won","GTX Basic","Vicki Laflamme","YY3ACGA2","Item Created"
"006i80000007Q1EAAU","Umbrella Corporation - MG Special","001i8000001AkgIAAS","0.0","2017-07-03","Closed Lost","MG Special","Violet Mclelland","6MQA3YYW","Item Created"
"006i80000007Q1FAAU","Betasoloin - GTX Plus Pro","001i8000001ALqRAAW","0.0","2017-08-06","Closed Lost","GTX Plus Pro","Wilburn Farren","IM5AGXLX","Item Created"
"006i80000007Q1GAAU","Bioholding - GTX Plus Basic","001i8000001ALqTAAW","0.0","2017-07-10","Closed Lost","GTX Plus Basic","Anna Snelling","313EIVW4","Item Created"
"006i80000007Q1HAAU","Stanredtax - MG Advanced","001i8000001AkgAAAS","0.0","2017-07-13","Closed Lost","MG Advanced","Anna Snelling","NNAYAA7T","Item Created"
"006i80000007Q1IAAU","Statholdings - GTX Plus Basic","001i8000001AkgBAAS","1180.0","2017-07-09","Closed Won","GTX Plus Basic","Anna Snelling","019I751P","Item Created"
"006i80000007Q1JAAU","Vehement Capital Partners - GTX Plus Pro","001i8000001AkgJAAS","0.0","2017-09-17","Closed Lost","GTX Plus Pro","Boris Faz","5TRALM9T","Item Created"
"006i80000007Q1KAAU","Bioplex - GTX Basic","001i8000001ALqUAAW","0.0","2017-07-03","Closed Lost","GTX Basic","Cassey Cress","LWC0UJWD","Item Created"
"006i80000007Q1LAAU","Zathunicon - GTX Plus Pro","001i8000001AkgPAAS","5274.0","2017-07-04","Closed Won","GTX Plus Pro","Cassey Cress","PI0FYKXU","Item Created"
"006i80000007Q1MAAU","Rundofase - GTX Basic","001i8000001Akg4AAC","480.0","2017-07-04","Closed Won","GTX Basic","Cecily Lampkin","I7QSO0VZ","Item Created"
"006i80000007Q1NAAU","Ontomedia - GTX Pro","001i8000001AkfwAAC","4830.0","2017-07-08","Closed Won","GTX Pro","Corliss Cosme","5AU1SJA7","Item Created"
"006i80000007Q1OAAU","Condax - GTX Plus Basic","001i8000001AkfJAAS","1096.0","2017-09-30","Negotiation/Review","GTX Plus Basic","Daniell Hammack","Z9S1ZX7W","Item Created"
"006i80000007Q1PAAU","Bluth Company - GTX Plus Pro","001i8000001ALqWAAW","0.0","2017-07-03","Closed Lost","GTX Plus Pro","Daniell Hammack","S9N98QU9","Item Created"
"006i80000007Q1QAAU","Finhigh - GTX Plus Pro","001i8000001AkfUAAS","5333.0","2017-07-04","Closed Won","GTX Plus Pro","Darcel Schlecht","A9Q7ERA4","Item Created"
"006i80000007Q1RAAU","Condax - MG Advanced","001i8000001AkfJAAS","0.0","2017-07-11","Closed Lost","MG Advanced","Elease Gluck","RY8Z6RH2","Item Created"
"006i80000007Q1SAAU","Stanredtax - GTX Plus Pro","001i8000001AkgAAAS","0.0","2017-08-24","Closed Lost","GTX Plus Pro","Gladys Colclough","9J8O59QW","Item Created"
"006i80000007Q1TAAU","Codehow - MG Advanced","001i8000001ALqaAAG","0.0","2017-07-03","Closed Lost","MG Advanced","Gladys Colclough","KWVYR0LQ","Item Created"
"006i80000007Q1UAAU","Hatfan - GTX Plus Pro","001i8000001AkfgAAC","6192.0","2017-09-16","Closed Won","GTX Plus Pro","James Ascencio","0D95JSVW","Item Created"
"006i80000007Q1VAAU","Rantouch - GTX Basic","001i8000001Akg2AAC","0.0","2017-08-16","Closed Lost","GTX Basic","Kami Bicknell","74JAOLQU","Item Created"
"006i80000007Q1WAAU","Plexzap - GTX Basic","001i8000001AkfyAAC","490.0","2017-08-11","Closed Won","GTX Basic","Kami Bicknell","CMLYDJFN","Item Created"
"006i80000007Q1XAAU","Betasoloin - GTX Plus Basic","001i8000001ALqRAAW","1096.0","2017-09-30","Negotiation/Review","GTX Plus Basic","Kary Hendrixson","HIV4W2E0","Item Created"
"006i80000007Q1YAAU","Ron-tech - GTX Basic","001i8000001Akg3AAC","0.0","2017-07-04","Closed Lost","GTX Basic","Lajuana Vencill","TFQEGZ1X","Item Created"
"006i80000007Q1ZAAU","Konex - GTX Basic","001i8000001AkfoAAC","0.0","2017-07-09","Closed Lost","GTX Basic","Markita Hansen","5COSD90U","Item Created"
"006i80000007Q1aAAE","Funholding - GTX Plus Basic","001i8000001AkfWAAS","1157.0","2017-09-23","Closed Won","GTX Plus Basic","Niesha Huffines","6TBAKLMX","Item Created"
"006i80000007Q1bAAE","Fasehatice - MG Advanced","001i8000001AkfSAAS","0.0","2017-08-31","Closed Lost","MG Advanced","Vicki Laflamme","B50V1XGA","Item Created"
"006i80000007Q1cAAE","Lexiqvolax - MG Advanced","001i8000001AkfrAAC","0.0","2017-07-03","Closed Lost","MG Advanced","Vicki Laflamme","SOW7H1RP","Item Created"
"006i80000007Q1dAAE","Yearin - MG Special","001i8000001AkgOAAS","55.0","2017-07-13","Closed Won","MG Special","Violet Mclelland","OHJGW03I","Item Created"
"006i80000007Q1eAAE","Sunnamplex - MG Advanced","001i8000001AkgEAAS","0.0","2017-07-06","Closed Lost","MG Advanced","Zane Levy","R6KPUAH7","Item Created"
"006i80000007Q1fAAE","Doncon - GTX Pro","001i8000001AkfOAAS","4655.0","2017-08-26","Closed Won","GTX Pro","Zane Levy","AJQC76NI","Item Created"
"006i80000007Q1gAAE","Massive Dynamic - GTX Pro","001i8000001AkfsAAC","5833.0","2017-08-26","Closed Won","GTX Pro","Boris Faz","PH5GSB37","Item Created"
"006i80000007Q1hAAE","Condax - MG Special","001i8000001AkfJAAS","47.0","2017-09-23","Closed Won","MG Special","Cecily Lampkin","9OLZU3WB","Item Created"
"006i80000007Q1iAAE","Warephase - MG Special","001i8000001AkgKAAS","51.0","2017-08-31","Closed Won","MG Special","Cecily Lampkin","JDXET5H9","Item Created"
"006i80000007Q1jAAE","Inity - GTX Pro","001i8000001AkfiAAC","0.0","2017-07-04","Closed Lost","GTX Pro","Darcel Schlecht","8RE1600O","Item Created"
"006i80000007Q1kAAE","Gogozoom - MG Advanced","001i8000001AkfbAAC","0.0","2017-07-12","Closed Lost","MG Advanced","Darcel Schlecht","NGMC9NSG","Item Created"
"006i80000007Q1lAAE","Initech - GTX Basic","001i8000001AkfhAAC","0.0","2017-09-25","Closed Lost","GTX Basic","Donn Cantrell","G6FKELQV","Item Created"
"006i80000007Q1mAAE","Plussunin - GTX Plus Pro","001i8000001Akg0AAC","0.0","2017-09-10","Closed Lost","GTX Plus Pro","Donn Cantrell","IKNMU8HM","Item Created"
"006i80000007Q1nAAE","Kan-code - GTX Basic","001i8000001AkfmAAC","540.0","2017-07-12","Closed Won","GTX Basic","Donn Cantrell","AHIDE6VS","Item Created"
"006i80000007Q1oAAE","Konex - GTX Plus Pro","001i8000001AkfoAAC","4915.0","2017-07-04","Closed Won","GTX Plus Pro","Donn Cantrell","YZJLPVJG","Item Created"
"006i80000007Q1pAAE","Rantouch - GTX Plus Pro","001i8000001Akg2AAC","0.0","2017-07-04","Closed Lost","GTX Plus Pro","James Ascencio","GOSCKNUX","Item Created"
"006i80000007Q1qAAE","Singletechno - GTX Plus Pro","001i8000001Akg8AAC","0.0","2017-07-05","Closed Lost","GTX Plus Pro","James Ascencio","GC3IVG7S","Item Created"
"006i80000007Q1rAAE","Sunnamplex - GTX Plus Pro","001i8000001AkgEAAS","0.0","2017-07-10","Closed Lost","GTX Plus Pro","James Ascencio","S81YI4QH","Item Created"
"006i80000007Q1sAAE","Lexiqvolax - GTX Plus Pro","001i8000001AkfrAAC","6693.0","2017-09-27","Closed Won","GTX Plus Pro","James Ascencio","M3MJY0CK","Item Created"
"006i80000007Q1tAAE","Hottechi - MG Advanced","001i8000001AQMaAAO","3101.0","2017-07-05","Closed Won","MG Advanced","Jonathan Berthelot","H2HNTSIP","Item Created"
"006i80000007Q1uAAE","Y-corporation - GTX Plus Basic","001i8000001AkgNAAS","0.0","2017-08-15","Closed Lost","GTX Plus Basic","Kami Bicknell","8APZZ20T","Item Created"
"006i80000007Q1vAAE","Hatfan - MG Special","001i8000001AkfgAAC","56.0","2017-09-02","Closed Won","MG Special","Kami Bicknell","RABLXW5E","Item Created"
"006i80000007Q1wAAE","Cheers - GTX Plus Basic","001i8000001ALqZAAW","935.0","2017-07-12","Closed Won","GTX Plus Basic","Kary Hendrixson","TJTOVN5K","Item Created"
"006i80000007Q1xAAE","Singletechno - GTX Plus Basic","001i8000001Akg8AAC","1133.0","2017-07-13","Closed Won","GTX Plus Basic","Kary Hendrixson","1IG94UUQ","Item Created"
"006i80000007Q1yAAE","Y-corporation - GTX Pro","001i8000001AkgNAAS","4904.0","2017-08-12","Closed Won","GTX Pro","Kary Hendrixson","MN8UHP5B","Item Created"
"006i80000007Q1zAAE","Bioholding - MG Advanced","001i8000001ALqTAAW","2857.0","2017-09-23","Closed Won","MG Advanced","Lajuana Vencill","D7JDQB12","Item Created"
"006i80000007Q20AAE","Dontechi - MG Advanced","001i8000001AkfQAAS","3118.0","2017-09-02","Closed Won","MG Advanced","Lajuana Vencill","GWI45VGH","Item Created"
"006i80000007Q21AAE","Funholding - GTX Plus Basic","001i8000001AkfWAAS","1204.0","2017-07-11","Closed Won","GTX Plus Basic","Marty Freudenburg","G3TZD0CB","Item Created"
"006i80000007Q22AAE","Y-corporation - MG Advanced","001i8000001AkgNAAS","0.0","2017-07-09","Closed Lost","MG Advanced","Maureen Marcano","1PAPS9QO","Item Created"
"006i80000007Q23AAE","Conecom - GTX Basic","001i8000001AkfKAAS","376.0","2017-09-06","Closed Won","GTX Basic","Moses Frase","WXCEZ7JY","Item Created"
"006i80000007Q24AAE","Toughzap - GTX Basic","001i8000001AkgGAAS","511.0","2017-11-02","Closed Won","GTX Basic","Versie Hillebrand","WR45SVGN","Item Created"
"006i80000007Q25AAE","Lexiqvolax - GTX Basic","001i8000001AkfrAAC","491.0","2017-07-14","Closed Won","GTX Basic","Vicki Laflamme","WAFSPTW6","Item Created"
"006i80000007Q26AAE","Donware - MG Special","001i8000001AkfRAAS","0.0","2017-07-16","Closed Lost","MG Special","Violet Mclelland","5FYPINRL","Item Created"
"006i80000007Q27AAE","Betasoloin - MG Advanced","001i8000001ALqRAAW","0.0","2017-07-12","Closed Lost","MG Advanced","Wilburn Farren","VLPSQ076","Item Created"
"006i80000007Q28AAE","Donquadtech - MG Advanced","001i8000001AkfPAAS","3101.0","2017-09-07","Closed Won","MG Advanced","Wilburn Farren","3AX6QBR3","Item Created"
"006i80000007Q29AAE","Y-corporation - MG Special","001i8000001AkgNAAS","0.0","2017-08-22","Closed Lost","MG Special","Zane Levy","ZY3AVAK0","Item Created"
"006i80000007Q2AAAU","Cancity - GTX Plus Pro","001i8000001ALqYAAW","0.0","2017-07-14","Closed Lost","GTX Plus Pro","Anna Snelling","FVCL72VU","Item Created"
"006i80000007Q2BAAU","Dontechi - MG Special","001i8000001AkfQAAS","56.0","2017-07-06","Closed Won","MG Special","Anna Snelling","24OSGLGF","Item Created"
"006i80000007Q2CAAU","Scottech - GTX Plus Pro","001i8000001Akg6AAC","5482.0","2017-10-02","Negotiation/Review","GTX Plus Pro","Cassey Cress","49T60OCI","Item Created"
"006i80000007Q2DAAU","Opentech - GTX Basic","001i8000001AkfxAAC","0.0","2017-09-11","Closed Lost","GTX Basic","Cassey Cress","31NQQEEO","Item Created"
"006i80000007Q2EAAU","Inity - GTX Plus Basic","001i8000001AkfiAAC","0.0","2017-07-12","Closed Lost","GTX Plus Basic","Darcel Schlecht","ADRU5BLP","Item Created"
"006i80000007Q2FAAU","Ron-tech - GTX Plus Basic","001i8000001Akg3AAC","1300.0","2017-09-05","Closed Won","GTX Plus Basic","Darcel Schlecht","AUPXRV8O","Item Created"
"006i80000007Q2GAAU","Rundofase - GTX Pro","001i8000001Akg4AAC","4544.0","2017-07-05","Closed Won","GTX Pro","Darcel Schlecht","CI00UV0Y","Item Created"
"006i80000007Q2HAAU","Mathtouch - GTX Basic","001i8000001AkftAAC","0.0","2017-07-05","Closed Lost","GTX Basic","Donn Cantrell","VH3C0A8F","Item Created"
"006i80000007Q2IAAU","Plussunin - GTX Basic","001i8000001Akg0AAC","0.0","2017-09-26","Closed Lost","GTX Basic","Donn Cantrell","1E5MFGR7","Item Created"
"006i80000007Q2JAAU","Betasoloin - GTX Basic","001i8000001ALqRAAW","531.0","2017-09-23","Closed Won","GTX Basic","Donn Cantrell","TS2JEK3E","Item Created"
"006i80000007Q2KAAU","Bubba Gump - GTX Pro","001i8000001ALqXAAW","4669.0","2017-07-13","Closed Won","GTX Pro","Donn Cantrell","4R0TB2CL","Item Created"
"006i80000007Q2LAAU","Inity - MG Special","001i8000001AkfiAAC","0.0","2017-11-03","Closed Lost","MG Special","Gladys Colclough","5OJ3QR1W","Item Created"
"006i80000007Q2MAAU","Goodsilron - GTX Pro","001i8000001AkfdAAC","0.0","2017-07-06","Closed Lost","GTX Pro","Kami Bicknell","R162LSFR","Item Created"
"006i80000007Q2NAAU","Dalttechnology - GTX Basic","001i8000001AkfLAAS","0.0","2017-07-11","Closed Lost","GTX Basic","Kary Hendrixson","X7J3O7TC","Item Created"
"006i80000007Q2OAAU","Green-Plus - GTX Plus Basic","001i8000001AkfeAAC","0.0","2017-07-10","Closed Lost","GTX Plus Basic","Kary Hendrixson","Q7RV0YW6","Item Created"
"006i80000007Q2PAAU","Plexzap - GTX Basic","001i8000001AkfyAAC","0.0","2017-09-19","Closed Lost","GTX Basic","Markita Hansen","S5E8MBO3","Item Created"
"006i80000007Q2QAAU","Hottechi - MG Special","001i8000001AQMaAAO","0.0","2017-07-11","Closed Lost","MG Special","Moses Frase","QE6A49LE","Item Created"
"006i80000007Q2RAAU","Domzoom - GTX Basic","001i8000001AkfNAAS","475.0","2017-09-25","Closed Won","GTX Basic","Moses Frase","XGMMHWZC","Item Created"
"006i80000007Q2SAAU","Ron-tech - GTX Plus Basic","001i8000001Akg3AAC","1102.0","2017-07-05","Closed Won","GTX Plus Basic","Moses Frase","7MK55ULJ","Item Created"
"006i80000007Q2TAAU","Zumgoity - MG Special","001i8000001AkgTAAS","55.0","2017-07-09","Closed Won","MG Special","Moses Frase","0VZIDVCC","Item Created"
"006i80000007Q2UAAU","Treequote - GTX Basic","001i8000001AkgHAAS","0.0","2017-07-15","Closed Lost","GTX Basic","Niesha Huffines","D1XYQH35","Item Created"
"006i80000007Q2VAAU","Scottech - MG Special","001i8000001Akg6AAC","0.0","2017-07-06","Closed Lost","MG Special","Versie Hillebrand","XAR2VX09","Item Created"
"006i80000007Q2WAAU","Cancity - MG Special","001i8000001ALqYAAW","63.0","2017-07-05","Closed Won","MG Special","Versie Hillebrand","YTQH4YM9","Item Created"
"006i80000007Q2XAAU","Kan-code - MG Advanced","001i8000001AkfmAAC","0.0","2017-07-12","Closed Lost","MG Advanced","Vicki Laflamme","KMLW6GXY","Item Created"
"006i80000007Q2YAAU","Plusstrip - GTX Plus Pro","001i8000001AkfzAAC","5971.0","2017-07-14","Closed Won","GTX Plus Pro","Vicki Laflamme","IG734VZK","Item Created"
"006i80000007Q2ZAAU","Ganjaflex - GTX Plus Pro","001i8000001AkfXAAS","5710.0","2017-08-27","Closed Won","GTX Plus Pro","Wilburn Farren","W3C2KLXD","Item Created"
"006i80000007Q2aAAE","Rantouch - GTX Pro","001i8000001Akg2AAC","0.0","2017-07-09","Closed Lost","GTX Pro","Zane Levy","8Z1SIQSI","Item Created"
"006i80000007Q2bAAE","Plexzap - MG Special","001i8000001AkfyAAC","52.0","2017-09-21","Closed Won","MG Special","Zane Levy","IZJR1WDM","Item Created"
"006i80000007Q4DAAU","Domzoom - GTX Basic","001i8000001AkfNAAS","522.0","2017-08-28","Closed Won","GTX Basic","Anna Snelling","5MRPZ44K","Item Created"
"006i80000007Q4EAAU","Iselectrics - GTX Plus Basic","001i8000001AkfkAAC","0.0","2017-07-12","Closed Lost","GTX Plus Basic","Cassey Cress","W0LFL18P","Item Created"
"006i80000007Q4FAAU","Zathunicon - GTX Plus Pro","001i8000001AkgPAAS","0.0","2017-07-13","Closed Lost","GTX Plus Pro","Cassey Cress","5H9ELV2H","Item Created"
"006i80000007Q4GAAU","Betasoloin - GTX Plus Basic","001i8000001ALqRAAW","1109.0","2017-07-14","Closed Won","GTX Plus Basic","Cassey Cress","KDDN1E4O","Item Created"
"006i80000007Q4HAAU","The New York Inquirer - MG Advanced","001i8000001AkgFAAS","3508.0","2017-07-06","Closed Won","MG Advanced","Cassey Cress","S8JALB62","Item Created"
"006i80000007Q4IAAU","Bluth Company - GTX Plus Pro","001i8000001ALqWAAW","0.0","2017-07-14","Closed Lost","GTX Plus Pro","Corliss Cosme","2HPCHBIL","Item Created"
"006i80000007Q4JAAU","Plussunin - GTX Plus Basic","001i8000001Akg0AAC","0.0","2017-07-16","Closed Lost","GTX Plus Basic","Daniell Hammack","Q9JV7YXX","Item Created"
