Opportunity Name,AccountId,Amount,Close Date,Stage,Product,Sales Agent,Opportunity_ID__c
Doncon - MG Advanced,001i8000001AkfOAAS,3393.0,2017-10-22,Negotiation/Review,MG Advanced,Versie Hillebrand,SZS2IPM3
Ron-tech - MG Advanced,001i8000001Akg3AAC,3393.0,2017-10-22,Negotiation/Review,MG Advanced,Versie Hillebrand,YY2DWBG5
Hottechi - MG Special,001i8000001AQMaAAO,50.0,2017-07-31,Closed Won,MG Special,Versie Hillebrand,X19CKKZ1
Hatfan - GTX Plus Pro,001i8000001AkfgAAC,0.0,2017-11-21,Closed Lost,GTX Plus Pro,Vicki Laflamme,DZOLKFK6
Kinnamplus - MG Special,001i8000001AkfnAAC,0.0,2017-07-30,Closed Lost,MG Special,Violet Mclelland,H5E0GSHQ
Dalttechnology - MG Special,001i8000001AkfLAAS,55.0,2017-10-23,Negotiation/Review,MG Special,Anna Snelling,P91SQBST
Dalttechnology - MG Advanced,001i8000001AkfLAAS,3393.0,2017-10-23,Negotiation/Review,MG Advanced,Anna Snelling,4DLY9ZDH
Donquadtech - MG Advanced,001i8000001AkfPAAS,3393.0,2017-10-23,Negotiation/Review,MG Advanced,Anna Snelling,ZNEQXZZK
Opentech - GTX Basic,001i8000001AkfxAAC,0.0,2017-08-03,Closed Lost,GTX Basic,Boris Faz,CBPVAIQ7
Iselectrics - MG Special,001i8000001AkfkAAC,48.0,2017-08-01,Closed Won,MG Special,Boris Faz,JND57DH5
Bubba Gump - GTX Basic,001i8000001ALqXAAW,511.0,2017-08-21,Closed Won,GTX Basic,Cassey Cress,8PUH80YZ
Massive Dynamic - GTX Plus Basic,001i8000001AkfsAAC,1311.0,2017-07-29,Closed Won,GTX Plus Basic,Cassey Cress,22WVAXR2
Gogozoom - MG Advanced,001i8000001AkfbAAC,3393.0,2017-10-23,Negotiation/Review,MG Advanced,Cecily Lampkin,SXFE42KG
Dontechi - MG Special,001i8000001AkfQAAS,0.0,2017-07-27,Closed Lost,MG Special,Cecily Lampkin,MA9SBSLE
Kan-code - GTX Basic,001i8000001AkfmAAC,0.0,2017-08-02,Closed Lost,GTX Basic,Corliss Cosme,PKRDEUWE
Plussunin - GTX Plus Pro,001i8000001Akg0AAC,6100.0,2017-07-27,Closed Won,GTX Plus Pro,Daniell Hammack,LJ5FQGLZ
Silis - MG Special,001i8000001Akg7AAC,61.0,2017-08-01,Closed Won,MG Special,Daniell Hammack,KMJMLQ4P
Isdom - GTX Pro,001i8000001AkfjAAC,4821.0,2017-10-23,Negotiation/Review,GTX Pro,Darcel Schlecht,LUTZ8UQM
Isdom - GTX Pro,001i8000001AkfjAAC,4821.0,2017-10-23,Negotiation/Review,GTX Pro,Darcel Schlecht,1QKDD1OI
Isdom - GTX Plus Basic,001i8000001AkfjAAC,0.0,2017-11-13,Closed Lost,GTX Plus Basic,Darcel Schlecht,94E71JAP
dambase - GTX Pro,001i8000001AkfMAAS,0.0,2017-08-08,Closed Lost,GTX Pro,Darcel Schlecht,VBVO5X8W
Ron-tech - GTX Basic,001i8000001Akg3AAC,528.0,2017-08-03,Closed Won,GTX Basic,Darcel Schlecht,6UUZ4IJ5
Stanredtax - GTX Basic,001i8000001AkgAAAS,581.0,2017-07-31,Closed Won,GTX Basic,Darcel Schlecht,6EXXL6M4
Toughzap - GTX Plus Pro,001i8000001AkgGAAS,5947.0,2017-09-29,Closed Won,GTX Plus Pro,Darcel Schlecht,L9BTE2RA
Gekko & Co - MG Advanced,001i8000001AkfYAAS,0.0,2017-08-02,Closed Lost,MG Advanced,Donn Cantrell,EVU2E5ZZ
Isdom - GTX Pro,001i8000001AkfjAAC,0.0,2017-11-05,Closed Lost,GTX Pro,Gladys Colclough,PBTSZ2Q2
Green-Plus - GTX Basic,001i8000001AkfeAAC,508.0,2017-12-02,Closed Won,GTX Basic,Kami Bicknell,D28ANNYX
Hottechi - MG Special,001i8000001AQMaAAO,55.0,2017-10-23,Negotiation/Review,MG Special,Lajuana Vencill,GZ6SFRAT
Umbrella Corporation - MG Advanced,001i8000001AkgIAAS,3393.0,2017-10-23,Negotiation/Review,MG Advanced,Lajuana Vencill,JH643YRI
Dontechi - GTX Basic,001i8000001AkfQAAS,0.0,2017-07-31,Closed Lost,GTX Basic,Lajuana Vencill,30OFYJUN
Konmatfix - GTX Basic,001i8000001AkfpAAC,537.0,2017-07-30,Closed Won,GTX Basic,Lajuana Vencill,10ICDVM2
Blackzim - GTX Plus Basic,001i8000001ALqVAAW,0.0,2017-11-27,Closed Lost,GTX Plus Basic,Markita Hansen,KUAZF4E7
Zotware - GTX Basic,001i8000001AkgSAAS,550.0,2017-10-23,Negotiation/Review,GTX Basic,Marty Freudenburg,Y3TOQUQI
Treequote - MG Special,001i8000001AkgHAAS,55.0,2017-10-23,Negotiation/Review,MG Special,Marty Freudenburg,HJRM13DI
Cancity - GTX Plus Basic,001i8000001ALqYAAW,1031.0,2017-07-27,Closed Won,GTX Plus Basic,Marty Freudenburg,IVANA47K
Xx-holding - MG Advanced,001i8000001AkgLAAS,3393.0,2017-10-23,Negotiation/Review,MG Advanced,Moses Frase,MLD3WEJC
Konex - GTX Plus Basic,001i8000001AkfoAAC,1096.0,2017-10-23,Negotiation/Review,GTX Plus Basic,Niesha Huffines,DZP0MNRM
Faxquote - MG Advanced,001i8000001AkfTAAS,3393.0,2017-10-23,Negotiation/Review,MG Advanced,Niesha Huffines,CMW6IQJI
dambase - GTX Plus Basic,001i8000001AkfMAAS,1077.0,2017-11-03,Closed Won,GTX Plus Basic,Niesha Huffines,4KP2GEFF
Sonron - MG Special,001i8000001Akg9AAC,55.0,2017-10-23,Negotiation/Review,MG Special,Versie Hillebrand,FHPRER2D
Dontechi - MG Advanced,001i8000001AkfQAAS,3306.0,2017-11-04,Closed Won,MG Advanced,Versie Hillebrand,WOB1ULFR
Bioplex - GTX Basic,001i8000001ALqUAAW,491.0,2017-07-26,Closed Won,GTX Basic,Violet Mclelland,7IKDD9UG
Konmatfix - MG Special,001i8000001AkfpAAC,55.0,2017-10-24,Negotiation/Review,MG Special,Anna Snelling,UVCHXUIG
Streethex - MG Special,001i8000001AkgCAAS,53.0,2017-12-02,Closed Won,MG Special,Anna Snelling,59SUBXGP
Bluth Company - GTX Plus Basic,001i8000001ALqWAAW,1096.0,2017-10-24,Negotiation/Review,GTX Plus Basic,Cassey Cress,37UCYEDY
Initech - GTX Plus Pro,001i8000001AkfhAAC,5228.0,2017-09-27,Closed Won,GTX Plus Pro,Cassey Cress,TFL3C3JS
Domzoom - GTX Plus Pro,001i8000001AkfNAAS,0.0,2017-07-31,Closed Lost,GTX Plus Pro,Cecily Lampkin,EM3NYEYC
Kinnamplus - GTX Plus Basic,001i8000001AkfnAAC,1096.0,2017-10-24,Negotiation/Review,GTX Plus Basic,Darcel Schlecht,1976N63N
Inity - GTX Plus Pro,001i8000001AkfiAAC,5482.0,2017-10-24,Negotiation/Review,GTX Plus Pro,Darcel Schlecht,7TFHGN6O
Sumace - GTX Pro,001i8000001AkgDAAS,4821.0,2017-10-24,Negotiation/Review,GTX Pro,Darcel Schlecht,L6223VHA
Streethex - GTX Pro,001i8000001AkgCAAS,0.0,2017-11-17,Closed Lost,GTX Pro,Darcel Schlecht,KPFV2AAL
Domzoom - GTX Pro,001i8000001AkfNAAS,4677.0,2017-07-27,Closed Won,GTX Pro,Darcel Schlecht,V2JOV5MF
Acme Corporation - GTX Plus Basic,001i8000001ALqQAAW,0.0,2017-09-29,Closed Lost,GTX Plus Basic,Donn Cantrell,DEVXF86R
Kan-code - GTX Pro,001i8000001AkfmAAC,0.0,2017-09-26,Closed Lost,GTX Pro,Donn Cantrell,VA9AGU75
Xx-zobam - GTX Basic,001i8000001AkgMAAS,554.0,2017-07-28,Closed Won,GTX Basic,Donn Cantrell,0MKW8IPC
Xx-holding - MG Advanced,001i8000001AkgLAAS,3393.0,2017-10-24,Negotiation/Review,MG Advanced,Gladys Colclough,EFKPYBI9
dambase - GTX Plus Pro,001i8000001AkfMAAS,5548.0,2017-09-23,Closed Won,GTX Plus Pro,Gladys Colclough,P8P9MKJL
Funholding - MG Advanced,001i8000001AkfWAAS,3809.0,2017-07-28,Closed Won,MG Advanced,Gladys Colclough,S7PY8R2V
Donquadtech - GTX Pro,001i8000001AkfPAAS,4821.0,2017-10-24,Negotiation/Review,GTX Pro,James Ascencio,PW9DTZON
Globex Corporation - GTX Basic,001i8000001AkfaAAC,0.0,2017-07-30,Closed Lost,GTX Basic,Jonathan Berthelot,75WYC9TY
Scotfind - MG Special,001i8000001Akg5AAC,53.0,2017-08-10,Closed Won,MG Special,Kary Hendrixson,CEWDZ3ZD
The New York Inquirer - MG Advanced,001i8000001AkgFAAS,3393.0,2017-10-24,Negotiation/Review,MG Advanced,Lajuana Vencill,KPH05GU8
Betatech - MG Advanced,001i8000001ALqSAAW,0.0,2017-07-30,Closed Lost,MG Advanced,Lajuana Vencill,F56MSU4B
Ron-tech - GTX Plus Basic,001i8000001Akg3AAC,1044.0,2017-07-28,Closed Won,GTX Plus Basic,Marty Freudenburg,BR18O9U1
Kan-code - GTX Pro,001i8000001AkfmAAC,0.0,2017-07-30,Closed Lost,GTX Pro,Maureen Marcano,88CM27UB
Umbrella Corporation - GTX Plus Basic,001i8000001AkgIAAS,1096.0,2017-10-24,Negotiation/Review,GTX Plus Basic,Niesha Huffines,WQ5U8PPM
Faxquote - GTX Pro,001i8000001AkfTAAS,0.0,2017-08-06,Closed Lost,GTX Pro,Vicki Laflamme,BE0RAJF5
Xx-zobam - MG Advanced,001i8000001AkgMAAS,3596.0,2017-07-28,Closed Won,MG Advanced,Wilburn Farren,KO7UWLAU
Hottechi - GTX Plus Basic,001i8000001AQMaAAO,0.0,2017-07-27,Closed Lost,GTX Plus Basic,Zane Levy,4SJGBWQL
Singletechno - GTX Plus Basic,001i8000001Akg8AAC,1091.0,2017-12-01,Closed Won,GTX Plus Basic,Zane Levy,AWFSNZ2U
Plexzap - GTX Pro,001i8000001AkfyAAC,6000.0,2017-09-26,Closed Won,GTX Pro,Zane Levy,S3E48VE0
Golddex - MG Special,001i8000001AkfcAAC,55.0,2017-10-25,Negotiation/Review,MG Special,Anna Snelling,1XJFMYCW
Bioholding - GTX Plus Pro,001i8000001ALqTAAW,5068.0,2017-07-29,Closed Won,GTX Plus Pro,Anna Snelling,SCR1IKLQ
Globex Corporation - MG Special,001i8000001AkfaAAC,46.0,2017-07-29,Closed Won,MG Special,Anna Snelling,IF8PILJR
Vehement Capital Partners - MG Advanced,001i8000001AkgJAAS,0.0,2017-12-12,Closed Lost,MG Advanced,Cassey Cress,2K52EH11
Scottech - MG Advanced,001i8000001Akg6AAC,3025.0,2017-08-02,Closed Won,MG Advanced,Cecily Lampkin,HTY5G7DI
Donware - GTX Plus Basic,001i8000001AkfRAAS,0.0,2017-07-29,Closed Lost,GTX Plus Basic,Corliss Cosme,TX88GTDE
Finjob - GTX Pro,001i8000001AkfVAAS,4821.0,2017-10-25,Negotiation/Review,GTX Pro,Darcel Schlecht,PQ104BT2
Funholding - GTX Pro,001i8000001AkfWAAS,4821.0,2017-10-25,Negotiation/Review,GTX Pro,Darcel Schlecht,GQ7H31ZJ
Konex - GTX Pro,001i8000001AkfoAAC,4821.0,2017-10-25,Negotiation/Review,GTX Pro,Darcel Schlecht,9B7FS6YL
dambase - GTX Pro,001i8000001AkfMAAS,4790.0,2017-08-09,Closed Won,GTX Pro,Darcel Schlecht,2GQH9FKJ
Zumgoity - GTX Pro,001i8000001AkgTAAS,4861.0,2017-08-23,Closed Won,GTX Pro,Darcel Schlecht,MW3K8553
Cancity - GTX Basic,001i8000001ALqYAAW,0.0,2017-09-15,Closed Lost,GTX Basic,Gladys Colclough,E41SDK40
Hottechi - GTX Basic,001i8000001AQMaAAO,586.0,2017-09-15,Closed Won,GTX Basic,James Ascencio,RDFUGEA2
Singletechno - GTX Plus Basic,001i8000001Akg8AAC,1096.0,2017-10-25,Negotiation/Review,GTX Plus Basic,Jonathan Berthelot,PU62ZGX4
Scotfind - GTX Basic,001i8000001Akg5AAC,514.0,2017-08-10,Closed Won,GTX Basic,Kami Bicknell,I8TEUO2C
Konex - GTX Pro,001i8000001AkfoAAC,4209.0,2017-07-28,Closed Won,GTX Pro,Markita Hansen,BY1TB6D2
Singletechno - GTX Plus Basic,001i8000001Akg8AAC,1096.0,2017-10-25,Negotiation/Review,GTX Plus Basic,Marty Freudenburg,S2Y2Q1D2
Y-corporation - GTX Plus Basic,001i8000001AkgNAAS,1096.0,2017-10-25,Negotiation/Review,GTX Plus Basic,Marty Freudenburg,PYRLUYIQ
Genco Pura Olive Oil Company - MG Special,001i8000001AkfZAAS,0.0,2017-08-01,Closed Lost,MG Special,Marty Freudenburg,2AMVTZLM
Domzoom - GTX Plus Basic,001i8000001AkfNAAS,965.0,2017-08-07,Closed Won,GTX Plus Basic,Marty Freudenburg,8IOAX81S
Newex - GTX Plus Pro,001i8000001AkfvAAC,0.0,2017-07-28,Closed Lost,GTX Plus Pro,Rosalina Dieter,EYWL3H5G
Xx-zobam - GTX Plus Pro,001i8000001AkgMAAS,5482.0,2017-10-25,Negotiation/Review,GTX Plus Pro,Versie Hillebrand,18YA4UUP
Groovestreet - GTX Basic,001i8000001AkffAAC,651.0,2017-08-06,Closed Won,GTX Basic,Vicki Laflamme,YUGFGRUT
Toughzap - GTX Pro,001i8000001AkgGAAS,4821.0,2017-10-25,Negotiation/Review,GTX Pro,Zane Levy,VD2KHXRY
Yearin - GTX Basic,001i8000001AkgOAAS,550.0,2017-10-26,Negotiation/Review,GTX Basic,Anna Snelling,P7MSQO38
Conecom - MG Advanced,001i8000001AkfKAAS,0.0,2017-08-03,Closed Lost,MG Advanced,Anna Snelling,O6B0YK1X
Umbrella Corporation - GTX Plus Basic,001i8000001AkgIAAS,0.0,2017-11-07,Closed Lost,GTX Plus Basic,Cassey Cress,NLWICKPS
Ganjaflex - GTX Basic,001i8000001AkfXAAS,550.0,2017-11-11,Closed Won,GTX Basic,Corliss Cosme,Z6FPHRV7
Statholdings - GTX Plus Basic,001i8000001AkgBAAS,1096.0,2017-10-26,Negotiation/Review,GTX Plus Basic,Darcel Schlecht,9Z2WTTNY
Xx-zobam - GTX Pro,001i8000001AkgMAAS,4821.0,2017-10-26,Negotiation/Review,GTX Pro,Darcel Schlecht,ZJLW1OPF
Ron-tech - GTX Pro,001i8000001Akg3AAC,0.0,2017-07-29,Closed Lost,GTX Pro,Darcel Schlecht,LJ59Y2TK
Conecom - GTX Basic,001i8000001AkfKAAS,589.0,2017-08-23,Closed Won,GTX Basic,Darcel Schlecht,80S3ED8B
Inity - GTX Pro,001i8000001AkfiAAC,4387.0,2017-07-30,Closed Won,GTX Pro,Darcel Schlecht,2IKGOPW1
Streethex - GTX Pro,001i8000001AkgCAAS,4555.0,2017-07-30,Closed Won,GTX Pro,Darcel Schlecht,7Y10BR02
Massive Dynamic - GTX Pro,001i8000001AkfsAAC,0.0,2017-08-06,Closed Lost,GTX Pro,Donn Cantrell,4L8RQVL9
Green-Plus - GTX Basic,001i8000001AkfeAAC,514.0,2017-07-29,Closed Won,GTX Basic,Elease Gluck,9T954T67
Newex - GTX Pro,001i8000001AkfvAAC,4821.0,2017-10-26,Negotiation/Review,GTX Pro,Gladys Colclough,N07XYH50
Nam-zim - GTX Plus Basic,001i8000001AkfuAAC,0.0,2017-07-29,Closed Lost,GTX Plus Basic,Hayden Neloms,CEOEM2MY
Cancity - GTX Pro,001i8000001ALqYAAW,4671.0,2017-07-29,Closed Won,GTX Pro,Jonathan Berthelot,I5FVCO24
Labdrill - MG Special,001i8000001AkfqAAC,0.0,2017-07-29,Closed Lost,MG Special,Kami Bicknell,WTG4IAG0
Singletechno - GTX Basic,001i8000001Akg8AAC,518.0,2017-11-15,Closed Won,GTX Basic,Kami Bicknell,NFKUICVA
Nam-zim - GTX Basic,001i8000001AkfuAAC,550.0,2017-10-26,Negotiation/Review,GTX Basic,Lajuana Vencill,V3G1HBTZ
Dalttechnology - MG Special,001i8000001AkfLAAS,55.0,2017-10-26,Negotiation/Review,MG Special,Lajuana Vencill,7W9S4DCZ
Cancity - GTX Pro,001i8000001ALqYAAW,4172.0,2017-07-29,Closed Won,GTX Pro,Marty Freudenburg,8UCQBI6J
dambase - GTX Plus Pro,001i8000001AkfMAAS,0.0,2017-08-10,Closed Lost,GTX Plus Pro,Moses Frase,Q8Q4R3SW
Treequote - MG Advanced,001i8000001AkgHAAS,3393.0,2017-10-26,Negotiation/Review,MG Advanced,Niesha Huffines,SJ3QA8KP
Massive Dynamic - MG Special,001i8000001AkfsAAC,53.0,2017-08-10,Closed Won,MG Special,Reed Clapper,BZNGP0DN
Gekko & Co - MG Advanced,001i8000001AkfYAAS,0.0,2017-11-27,Closed Lost,MG Advanced,Rosie Papadopoulos,Z31RDLIF
Kan-code - GTX Basic,001i8000001AkfmAAC,550.0,2017-10-26,Negotiation/Review,GTX Basic,Versie Hillebrand,NX2EICNQ
Bioholding - MG Special,001i8000001ALqTAAW,53.0,2017-08-19,Closed Won,MG Special,Versie Hillebrand,E4KNZB95
Condax - MG Special,001i8000001AkfJAAS,60.0,2017-08-03,Closed Won,MG Special,Versie Hillebrand,PJDA3RWU
Inity - MG Special,001i8000001AkfiAAC,53.0,2017-11-01,Closed Won,MG Special,Versie Hillebrand,YUORNX7C
Acme Corporation - GTX Pro,001i8000001ALqQAAW,0.0,2017-07-29,Closed Lost,GTX Pro,Violet Mclelland,0WJLKMUA
Zathunicon - MG Special,001i8000001AkgPAAS,0.0,2017-12-02,Closed Lost,MG Special,Wilburn Farren,7XP06LUZ
Green-Plus - GTX Basic,001i8000001AkfeAAC,0.0,2017-07-30,Closed Lost,GTX Basic,Zane Levy,5BT0Y4MB
Isdom - GTX Plus Pro,001i8000001AkfjAAC,4603.0,2017-08-05,Closed Won,GTX Plus Pro,Anna Snelling,WCCEBK6E
Finhigh - GTX Basic,001i8000001AkfUAAS,610.0,2017-09-05,Closed Won,GTX Basic,Cecily Lampkin,5SCMRQ9N
Konex - GTX Plus Basic,001i8000001AkfoAAC,1189.0,2017-08-06,Closed Won,GTX Plus Basic,Daniell Hammack,A3I4JHP0
Codehow - GTX Basic,001i8000001ALqaAAG,550.0,2017-10-27,Negotiation/Review,GTX Basic,Darcel Schlecht,NJNY07JZ
The New York Inquirer - GTX Pro,001i8000001AkgFAAS,4821.0,2017-10-27,Negotiation/Review,GTX Pro,Darcel Schlecht,YI1V6SOX
Singletechno - MG Special,001i8000001Akg8AAC,55.0,2017-10-27,Negotiation/Review,MG Special,Darcel Schlecht,T1SITEI0
Massive Dynamic - GTX Pro,001i8000001AkfsAAC,0.0,2017-07-30,Closed Lost,GTX Pro,Donn Cantrell,DOVFYIIO
Sumace - GTX Plus Pro,001i8000001AkgDAAS,5480.0,2017-07-31,Closed Won,GTX Plus Pro,Donn Cantrell,BC53PQMQ
Sonron - MG Special,001i8000001Akg9AAC,56.0,2017-11-02,Closed Won,MG Special,Elease Gluck,AU1OZUN8
Ontomedia - GTX Plus Basic,001i8000001AkfwAAC,0.0,2017-08-02,Closed Lost,GTX Plus Basic,Garret Kinder,09GK47AY
Zotware - GTX Plus Basic,001i8000001AkgSAAS,983.0,2017-09-16,Closed Won,GTX Plus Basic,Garret Kinder,D6CRJSEP
Massive Dynamic - GTX Pro,001i8000001AkfsAAC,5319.0,2017-08-16,Closed Won,GTX Pro,Garret Kinder,5G9WEZTP
Konex - GTX Pro,001i8000001AkfoAAC,4941.0,2017-08-08,Closed Won,GTX Pro,James Ascencio,KRK5YFGW
Sunnamplex - MG Advanced,001i8000001AkgEAAS,3260.0,2017-08-02,Closed Won,MG Advanced,James Ascencio,GJQFUUWI
Bluth Company - GTX Plus Basic,001i8000001ALqWAAW,1096.0,2017-10-27,Negotiation/Review,GTX Plus Basic,Kami Bicknell,9M72KPA3
Hottechi - GTX Plus Basic,001i8000001AQMaAAO,0.0,2017-08-03,Closed Lost,GTX Plus Basic,Kami Bicknell,7SO4NKFP
Goodsilron - GTX Plus Pro,001i8000001AkfdAAC,4842.0,2017-07-31,Closed Won,GTX Plus Pro,Kami Bicknell,VZ1ETER5
Blackzim - MG Advanced,001i8000001ALqVAAW,3463.0,2017-09-29,Closed Won,MG Advanced,Kami Bicknell,YOFRJU68
Zumgoity - MG Special,001i8000001AkgTAAS,55.0,2017-10-27,Negotiation/Review,MG Special,Lajuana Vencill,ERTQ4SN3
Konmatfix - GTX Basic,001i8000001AkfpAAC,0.0,2017-08-01,Closed Lost,GTX Basic,Lajuana Vencill,F9V6EWDG
Newex - GTX Basic,001i8000001AkfvAAC,0.0,2017-07-30,Closed Lost,GTX Basic,Maureen Marcano,5EFR0VAZ
Mathtouch - GTX Pro,001i8000001AkftAAC,4252.0,2017-08-08,Closed Won,GTX Pro,Reed Clapper,4MTIOMFQ
Zotware - GTX Pro,001i8000001AkgSAAS,4906.0,2017-09-04,Closed Won,GTX Pro,Rosie Papadopoulos,J096XFZG
Yearin - MG Special,001i8000001AkgOAAS,55.0,2017-10-27,Negotiation/Review,MG Special,Versie Hillebrand,G40058T1
Inity - MG Special,001i8000001AkfiAAC,0.0,2017-08-10,Closed Lost,MG Special,Versie Hillebrand,4U2Z53VS
Finhigh - GTX Plus Pro,001i8000001AkfUAAS,0.0,2017-08-07,Closed Lost,GTX Plus Pro,Anna Snelling,6YMJLH2F
Acme Corporation - MG Special,001i8000001ALqQAAW,55.0,2017-10-28,Negotiation/Review,MG Special,Boris Faz,SP9W5IND
Umbrella Corporation - MG Advanced,001i8000001AkgIAAS,3113.0,2017-11-18,Closed Won,MG Advanced,Corliss Cosme,D6U1NYBU
Bluth Company - GTX Plus Basic,001i8000001ALqWAAW,1097.0,2017-08-10,Closed Won,GTX Plus Basic,Daniell Hammack,9Q2SYGPP
Scottech - GTX Plus Pro,001i8000001Akg6AAC,5482.0,2017-10-28,Negotiation/Review,GTX Plus Pro,Darcel Schlecht,R55U5QI4
J-Texon - GTX Pro,001i8000001AkflAAC,4821.0,2017-10-28,Negotiation/Review,GTX Pro,Darcel Schlecht,TJ95PY76
Hottechi - MG Advanced,001i8000001AQMaAAO,0.0,2017-08-05,Closed Lost,MG Advanced,Darcel Schlecht,EY73E4ZB
Condax - GTX Plus Basic,001i8000001AkfJAAS,1245.0,2017-12-04,Closed Won,GTX Plus Basic,Darcel Schlecht,KQLS98VW
Scottech - GTX Plus Basic,001i8000001Akg6AAC,1160.0,2017-08-04,Closed Won,GTX Plus Basic,Darcel Schlecht,LKQL4GRO
Bioholding - MG Special,001i8000001ALqTAAW,53.0,2017-07-31,Closed Won,MG Special,Darcel Schlecht,4DKUZ8JE
Initech - GTX Pro,001i8000001AkfhAAC,0.0,2017-08-11,Closed Lost,GTX Pro,Donn Cantrell,V3QM4V7G
Funholding - MG Advanced,001i8000001AkfWAAS,0.0,2017-08-06,Closed Lost,MG Advanced,Gladys Colclough,LZWH2OGW
Newex - MG Advanced,001i8000001AkfvAAC,0.0,2017-07-31,Closed Lost,MG Advanced,Hayden Neloms,R7JSQI5U
Cheers - GTX Pro,001i8000001ALqZAAW,5031.0,2017-09-10,Closed Won,GTX Pro,James Ascencio,S5NZI5UN
Rangreen - GTX Pro,001i8000001Akg1AAC,5741.0,2017-07-31,Closed Won,GTX Pro,Jonathan Berthelot,XQQ3JS90
Plusstrip - GTX Plus Basic,001i8000001AkfzAAC,1038.0,2017-08-09,Closed Won,GTX Plus Basic,Kami Bicknell,5SED9K1C
Condax - GTX Basic,001i8000001AkfJAAS,0.0,2017-08-05,Closed Lost,GTX Basic,Kary Hendrixson,810GB47D
J-Texon - GTX Basic,001i8000001AkflAAC,0.0,2017-11-20,Closed Lost,GTX Basic,Kary Hendrixson,GZCWRMIR
Bioholding - MG Special,001i8000001ALqTAAW,55.0,2017-10-28,Negotiation/Review,MG Special,Lajuana Vencill,5W29OCB8
Funholding - GTX Basic,001i8000001AkfWAAS,502.0,2017-08-09,Closed Won,GTX Basic,Lajuana Vencill,PST4NDK4
Nam-zim - GTX Pro,001i8000001AkfuAAC,4913.0,2017-07-31,Closed Won,GTX Pro,Maureen Marcano,8U9DLK26
Plusstrip - MG Special,001i8000001AkfzAAC,55.0,2017-10-28,Negotiation/Review,MG Special,Moses Frase,DJFMG9QI
Rundofase - MG Advanced,001i8000001Akg4AAC,3457.0,2017-09-19,Closed Won,MG Advanced,Moses Frase,DDWSCXZA
Donquadtech - GTX Basic,001i8000001AkfPAAS,550.0,2017-10-28,Negotiation/Review,GTX Basic,Niesha Huffines,GWQX8BSZ
Dontechi - GTX Plus Basic,001i8000001AkfQAAS,1096.0,2017-10-28,Negotiation/Review,GTX Plus Basic,Niesha Huffines,TX5SADEI
Opentech - GTX Plus Pro,001i8000001AkfxAAC,5204.0,2017-08-08,Closed Won,GTX Plus Pro,Reed Clapper,T2UA7F7Z
Plussunin - MG Advanced,001i8000001Akg0AAC,3019.0,2017-08-07,Closed Won,MG Advanced,Rosie Papadopoulos,FOGOYZ75
Sumace - MG Advanced,001i8000001AkgDAAS,3453.0,2017-08-18,Closed Won,MG Advanced,Rosie Papadopoulos,I9IJS5BM
Labdrill - MG Advanced,001i8000001AkfqAAC,3464.0,2017-11-13,Closed Won,MG Advanced,Vicki Laflamme,2HU8CPJ3
Zathunicon - MG Advanced,001i8000001AkgPAAS,2937.0,2017-08-19,Closed Won,MG Advanced,Violet Mclelland,M2UI5MKB
Kan-code - GTX Basic,001i8000001AkfmAAC,463.0,2017-08-15,Closed Won,GTX Basic,Wilburn Farren,HWVR6IJ7
Rangreen - MG Special,001i8000001Akg1AAC,55.0,2017-10-29,Negotiation/Review,MG Special,Anna Snelling,QD4ONE04
Bluth Company - GTX Pro,001i8000001ALqWAAW,4096.0,2017-09-11,Closed Won,GTX Pro,Boris Faz,V0XFS245
Sumace - GTX Basic,001i8000001AkgDAAS,550.0,2017-10-29,Negotiation/Review,GTX Basic,Gladys Colclough,ICG3THQK
Sumace - MG Advanced,001i8000001AkgDAAS,3393.0,2017-10-29,Negotiation/Review,MG Advanced,Gladys Colclough,WOO9JXOQ
Acme Corporation - MG Advanced,001i8000001ALqQAAW,3393.0,2017-10-29,Negotiation/Review,MG Advanced,Lajuana Vencill,EMH2I8XE
Plexzap - GTX Plus Basic,001i8000001AkfyAAC,0.0,2017-08-04,Closed Lost,GTX Plus Basic,Markita Hansen,BBGCBEUY
Y-corporation - GTX Pro,001i8000001AkgNAAS,0.0,2017-11-23,Closed Lost,GTX Pro,Markita Hansen,6PHF576T
Sunnamplex - MG Advanced,001i8000001AkgEAAS,3187.0,2017-08-10,Closed Won,MG Advanced,Markita Hansen,XN43RX9C
Cancity - MG Special,001i8000001ALqYAAW,0.0,2017-11-02,Closed Lost,MG Special,Moses Frase,DOU4T9EI
Rangreen - GTX Plus Pro,001i8000001Akg1AAC,5234.0,2017-11-10,Closed Won,GTX Plus Pro,Moses Frase,XUU1PPTJ
Kan-code - GTX Basic,001i8000001AkfmAAC,550.0,2017-10-29,Negotiation/Review,GTX Basic,Niesha Huffines,Q65B52C5
Zotware - GTX Plus Pro,001i8000001AkgSAAS,6180.0,2017-09-28,Closed Won,GTX Plus Pro,Reed Clapper,KZMZH8L6
Inity - MG Special,001i8000001AkfiAAC,53.0,2017-08-10,Closed Won,MG Special,Versie Hillebrand,7WU2BQ2P
Konex - MG Special,001i8000001AkfoAAC,0.0,2017-08-05,Closed Lost,MG Special,Vicki Laflamme,5B4H3E7V
Cheers - MG Advanced,001i8000001ALqZAAW,3687.0,2017-08-12,Closed Won,MG Advanced,Vicki Laflamme,6YCDG16T
