opportunity_id,account,product,deal_stage,forecast_category,engage_date,close_date,close_value,estimated_value,sales_cycle_days,sales_agent,manager,regional_office,sector,office_location,account_revenue_millions,account_employees
TLT4JJ0U,Warephase,MG Advanced,Lost,Omitted,2017-05-23,2017-09-13,0.0,0.0,113.0,Marty Freudenburg,Melvin Marxen,Central,services,United States,2041.73,5276.0
RA77E84P,Globex Corporation,GTX Basic,Won,Closed,2017-05-23,2017-09-08,578.0,578.0,108.0,Niesha Huffines,Melvin Marxen,Central,technology,Norway,1223.72,2497.0
7U225819,Gogozoom,MG Advanced,Won,Closed,2017-05-23,2017-08-11,3285.0,3285.0,80.0,Versie Hillebrand,Dustin Brinkmann,Central,telecommunications,United States,86.68,187.0
075SHVO3,Plexzap,MG Special,Lost,Omitted,2017-05-23,2017-08-12,0.0,0.0,81.0,Vicki Laflamme,Celia Rouche,West,retail,United States,2437.85,4874.0
HHNFD7DX,Xx-zobam,GTX Plus Basic,Lost,Omitted,2017-05-23,2017-08-29,0.0,0.0,98.0,Violet Mclelland,Cara Losch,East,entertainment,United States,3838.39,8274.0
PA55AGYL,Cheers,GTX Pro,Won,Closed,2017-05-23,2017-05-31,5212.0,5212.0,8.0,Zane Levy,Summer Sewald,West,entertainment,United States,4269.9,6472.0
V93ZA48C,Donware,GTX Basic,Won,Closed,2017-05-24,2017-09-24,614.0,614.0,123.0,Cassey Cress,Rocco Neubert,East,marketing,United States,1197.44,2570.0
TR3TXXHF,Bubba Gump,GTX Plus Pro,Won,Closed,2017-05-24,2017-09-13,5778.0,5778.0,112.0,Cassey Cress,Rocco Neubert,East,software,United States,987.39,2253.0
11V16SZZ,Labdrill,GTX Basic,Engaging,Commit,2017-05-24,,,550.0,,Corliss Cosme,Cara Losch,East,medical,United States,2741.37,9226.0
SURL8H49,Bubba Gump,MG Advanced,Won,Closed,2017-05-24,2017-09-10,3521.0,3521.0,109.0,Donn Cantrell,Rocco Neubert,East,software,United States,987.39,2253.0
3IWUUUCN,,GTX Pro,Engaging,Commit,2017-05-24,,,4821.0,,Elease Gluck,Celia Rouche,West,,,,
POXC3DA1,Kinnamplus,GTX Plus Pro,Lost,Omitted,2017-05-24,2017-09-21,0.0,0.0,120.0,Garret Kinder,Cara Losch,East,retail,United States,702.72,1831.0
KMGXUADZ,Rundofase,GTX Pro,Won,Closed,2017-05-24,2017-08-06,5109.0,5109.0,74.0,Gladys Colclough,Melvin Marxen,Central,technology,United States,1008.06,1238.0
K7TV5UBZ,,GTX Plus Pro,Engaging,Commit,2017-05-24,,,5482.0,,James Ascencio,Summer Sewald,West,,,,
X5IZZ69D,Doncon,GTX Basic,Lost,Omitted,2017-05-24,2017-06-20,0.0,0.0,27.0,James Ascencio,Summer Sewald,West,technology,United States,587.72,1501.0
X58FLJ8K,Lexiqvolax,GTX Plus Pro,Won,Closed,2017-05-24,2017-09-18,5190.0,5190.0,117.0,James Ascencio,Summer Sewald,West,medical,United States,1618.89,3889.0
IDBXD4OU,Scotfind,GTX Basic,Lost,Omitted,2017-05-24,2017-08-22,0.0,0.0,90.0,Kary Hendrixson,Summer Sewald,West,software,United States,6354.87,16780.0
TDNJDFU6,Zoomit,GTX Pro,Lost,Omitted,2017-05-24,2017-08-13,0.0,0.0,81.0,Kary Hendrixson,Summer Sewald,West,entertainment,United States,324.19,978.0
KIMUGBN5,Dontechi,MG Advanced,Lost,Omitted,2017-05-24,2017-08-14,0.0,0.0,82.0,Lajuana Vencill,Dustin Brinkmann,Central,software,United States,4618.0,10083.0
4G0X8VHP,Y-corporation,MG Advanced,Engaging,Commit,2017-05-24,,,3393.0,,Markita Hansen,Celia Rouche,West,employment,United States,2871.35,9561.0
6BIZ2MB6,,MG Special,Engaging,Commit,2017-05-24,,,55.0,,Maureen Marcano,Summer Sewald,West,,,,
7U81B9AQ,Goodsilron,GTX Plus Basic,Won,Closed,2017-05-24,2017-09-27,940.0,940.0,126.0,Maureen Marcano,Summer Sewald,West,marketing,United States,2952.73,5107.0
WGSS08LF,dambase,GTX Pro,Lost,Omitted,2017-05-24,2017-08-26,0.0,0.0,94.0,Niesha Huffines,Melvin Marxen,Central,marketing,United States,2173.98,2928.0
WC8KQJV9,Goodsilron,GTX Basic,Won,Closed,2017-05-24,2017-08-06,647.0,647.0,74.0,Rosalina Dieter,Celia Rouche,West,marketing,United States,2952.73,5107.0
FENOSL5C,Condax,GTX Plus Pro,Won,Closed,2017-05-24,2017-08-17,6206.0,6206.0,85.0,Vicki Laflamme,Celia Rouche,West,medical,United States,4.54,9.0
PQ3CLZ2N,Massive Dynamic,MG Advanced,Won,Closed,2017-05-24,2017-09-10,3158.0,3158.0,109.0,Violet Mclelland,Cara Losch,East,entertainment,United States,665.06,1095.0
N4ZJ2PJT,Donware,MG Advanced,Won,Closed,2017-05-24,2017-08-19,2699.0,2699.0,87.0,Wilburn Farren,Cara Losch,East,marketing,United States,1197.44,2570.0
32A5TJ6D,Domzoom,MG Special,Lost,Omitted,2017-05-25,2017-08-13,0.0,0.0,80.0,Anna Snelling,Dustin Brinkmann,Central,entertainment,United States,217.87,551.0
HZCF65PU,Plussunin,GTX Plus Basic,Won,Closed,2017-05-25,2017-08-04,1302.0,1302.0,71.0,Boris Faz,Rocco Neubert,East,retail,United States,1419.98,4018.0
TCTLOMKP,Bioplex,MG Advanced,Won,Closed,2017-05-25,2017-06-27,2993.0,2993.0,33.0,Cassey Cress,Rocco Neubert,East,medical,United States,326.82,1016.0
O0NCMYX9,Betatech,GTX Basic,Won,Closed,2017-05-25,2017-06-05,460.0,460.0,11.0,Cecily Lampkin,Dustin Brinkmann,Central,medical,Kenya,647.18,1185.0
0STR2QEA,Inity,GTX Plus Pro,Engaging,Commit,2017-05-25,,,5482.0,,Corliss Cosme,Cara Losch,East,marketing,United States,2403.58,8801.0
HELQUZNO,Konex,GTX Basic,Won,Closed,2017-05-25,2017-09-25,616.0,616.0,123.0,Corliss Cosme,Cara Losch,East,technology,United States,7708.38,13756.0
V7DHDF8V,Scottech,MG Advanced,Lost,Omitted,2017-05-25,2017-08-07,0.0,0.0,74.0,Darcel Schlecht,Melvin Marxen,Central,marketing,United States,45.39,100.0
A3OROHUS,Globex Corporation,GTX Pro,Won,Closed,2017-05-25,2017-08-14,4270.0,4270.0,81.0,Darcel Schlecht,Melvin Marxen,Central,technology,Norway,1223.72,2497.0
CXYWGOPF,Ontomedia,GTX Pro,Lost,Omitted,2017-05-25,2017-08-21,0.0,0.0,88.0,Donn Cantrell,Rocco Neubert,East,employment,United States,882.12,2769.0
DLQTM07N,Treequote,GTX Pro,Won,Closed,2017-05-25,2017-08-22,4787.0,4787.0,89.0,Gladys Colclough,Melvin Marxen,Central,telecommunications,United States,5266.09,8595.0
Y2EC6KYG,,MG Advanced,Engaging,Commit,2017-05-25,,,3393.0,,Hayden Neloms,Celia Rouche,West,,,,
SUXDAQNV,Statholdings,GTX Basic,Lost,Omitted,2017-05-25,2017-08-28,0.0,0.0,95.0,Jonathan Berthelot,Melvin Marxen,Central,employment,United States,291.27,586.0
ZT2NKCV5,Hottechi,MG Special,Won,Closed,2017-05-25,2017-05-31,55.0,55.0,6.0,Jonathan Berthelot,Melvin Marxen,Central,technology,Korea,8170.38,16499.0
I4YPNNTU,Funholding,MG Advanced,Won,Closed,2017-05-25,2017-08-09,3808.0,3808.0,76.0,Jonathan Berthelot,Melvin Marxen,Central,finance,United States,2819.5,7227.0
2PI827MA,,GTX Pro,Engaging,Commit,2017-05-25,,,4821.0,,Kary Hendrixson,Summer Sewald,West,,,,
KOYW9WIV,Rundofase,GTX Basic,Won,Closed,2017-05-25,2017-09-23,483.0,483.0,121.0,Lajuana Vencill,Dustin Brinkmann,Central,technology,United States,1008.06,1238.0
JRAAPD3L,Warephase,MG Advanced,Won,Closed,2017-05-25,2017-09-16,3727.0,3727.0,114.0,Lajuana Vencill,Dustin Brinkmann,Central,services,United States,2041.73,5276.0
21JDZDNJ,Faxquote,GTX Pro,Won,Closed,2017-05-25,2017-08-14,4738.0,4738.0,81.0,Markita Hansen,Celia Rouche,West,telecommunications,United States,1825.82,5595.0
EP0H3SJO,Ron-tech,GTX Plus Basic,Won,Closed,2017-05-25,2017-08-04,1275.0,1275.0,71.0,Marty Freudenburg,Melvin Marxen,Central,medical,United States,3922.42,6837.0
GIP11NY3,Treequote,MG Advanced,Won,Closed,2017-05-25,2017-08-19,3428.0,3428.0,86.0,Marty Freudenburg,Melvin Marxen,Central,telecommunications,United States,5266.09,8595.0
7X1D49TU,Conecom,MG Special,Lost,Omitted,2017-05-25,2017-09-11,0.0,0.0,109.0,Moses Frase,Dustin Brinkmann,Central,technology,United States,1520.66,1806.0
PDXFONE0,Mathtouch,GTX Pro,Won,Closed,2017-05-25,2017-06-07,5420.0,5420.0,13.0,Reed Clapper,Rocco Neubert,East,marketing,Jordan,3027.46,9516.0
77WSI0TH,Dalttechnology,MG Special,Lost,Omitted,2017-05-25,2017-08-28,0.0,0.0,95.0,Rosalina Dieter,Celia Rouche,West,software,United States,98.79,96.0
DJDVV89L,Dontechi,MG Special,Won,Closed,2017-05-25,2017-06-11,59.0,59.0,17.0,Versie Hillebrand,Dustin Brinkmann,Central,software,United States,4618.0,10083.0
ZK4S74FD,Singletechno,GTX Plus Pro,Engaging,Commit,2017-05-25,,,5482.0,,Vicki Laflamme,Celia Rouche,West,retail,United States,2214.94,5374.0
E5V4WT18,Genco Pura Olive Oil Company,MG Special,Engaging,Commit,2017-05-25,,,55.0,,Vicki Laflamme,Celia Rouche,West,retail,Italy,894.33,1635.0
CYSF0YQN,Dontechi,GTX Plus Basic,Lost,Omitted,2017-05-26,2017-08-15,0.0,0.0,81.0,Anna Snelling,Dustin Brinkmann,Central,software,United States,4618.0,10083.0
HEK08UMI,Rangreen,MG Advanced,Lost,Omitted,2017-05-26,2017-08-19,0.0,0.0,85.0,Anna Snelling,Dustin Brinkmann,Central,technology,Panama,2938.67,8775.0
7AXR8U55,,MG Advanced,Engaging,Commit,2017-05-26,,,3393.0,,Boris Faz,Rocco Neubert,East,,,,
GRRY4DQR,Silis,GTX Basic,Won,Closed,2017-05-26,2017-09-15,561.0,561.0,112.0,Boris Faz,Rocco Neubert,East,medical,United States,2818.38,6290.0
S3JAC8GQ,Zathunicon,GTX Plus Basic,Won,Closed,2017-05-26,2017-08-10,1354.0,1354.0,76.0,Boris Faz,Rocco Neubert,East,retail,United States,71.12,144.0
E3JP7HCX,The New York Inquirer,MG Special,Won,Closed,2017-05-26,2017-09-18,44.0,44.0,115.0,Cassey Cress,Rocco Neubert,East,medical,United States,439.21,792.0
FF5G00YD,Mathtouch,GTX Basic,Won,Closed,2017-05-26,2017-09-18,560.0,560.0,115.0,Corliss Cosme,Cara Losch,East,marketing,Jordan,3027.46,9516.0
5975TDTI,Donquadtech,GTX Pro,Won,Closed,2017-05-26,2017-06-09,5324.0,5324.0,14.0,Corliss Cosme,Cara Losch,East,technology,United States,1712.68,3194.0
7X0T2QOL,,MG Advanced,Engaging,Commit,2017-05-26,,,3393.0,,Hayden Neloms,Celia Rouche,West,,,,
7KKFQ7LX,,MG Advanced,Engaging,Commit,2017-05-26,,,3393.0,,Hayden Neloms,Celia Rouche,West,,,,
IBZI95HI,Zoomit,GTX Plus Basic,Engaging,Commit,2017-05-26,,,1096.0,,James Ascencio,Summer Sewald,West,entertainment,United States,324.19,978.0
3ATYY665,Conecom,GTX Pro,Engaging,Commit,2017-05-26,,,4821.0,,Kami Bicknell,Summer Sewald,West,technology,United States,1520.66,1806.0
GZU4ZSFE,Faxquote,GTX Pro,Won,Closed,2017-05-26,2017-09-23,4924.0,4924.0,120.0,Kami Bicknell,Summer Sewald,West,telecommunications,United States,1825.82,5595.0
E4KL4NGF,Golddex,GTX Basic,Won,Closed,2017-05-26,2017-08-07,571.0,571.0,73.0,Kary Hendrixson,Summer Sewald,West,finance,United States,52.5,165.0
QCH2R1VO,Konex,MG Advanced,Won,Closed,2017-05-26,2017-08-12,4022.0,4022.0,78.0,Kary Hendrixson,Summer Sewald,West,technology,United States,7708.38,13756.0
SH6F6COK,Rundofase,GTX Basic,Lost,Omitted,2017-05-26,2017-08-12,0.0,0.0,78.0,Lajuana Vencill,Dustin Brinkmann,Central,technology,United States,1008.06,1238.0
KOJ4SQ1T,Groovestreet,MG Special,Lost,Omitted,2017-05-26,2017-08-22,0.0,0.0,88.0,Maureen Marcano,Summer Sewald,West,retail,United States,223.8,299.0
DMUQAWQH,Faxquote,GTX Plus Basic,Won,Closed,2017-05-26,2017-06-12,1030.0,1030.0,17.0,Maureen Marcano,Summer Sewald,West,telecommunications,United States,1825.82,5595.0
C2RL3DUQ,Bioholding,MG Advanced,Lost,Omitted,2017-05-26,2017-08-09,0.0,0.0,75.0,Moses Frase,Dustin Brinkmann,Central,medical,Philippines,587.34,1356.0
2LTS2CL8,Streethex,MG Special,Lost,Omitted,2017-05-26,2017-05-31,0.0,0.0,5.0,Niesha Huffines,Melvin Marxen,Central,retail,Belgium,1376.8,1165.0
113O9JCA,Codehow,MG Special,Lost,Omitted,2017-05-26,2017-09-09,0.0,0.0,106.0,Versie Hillebrand,Dustin Brinkmann,Central,software,United States,2714.9,2641.0
54XWHO19,Hatfan,GTX Basic,Lost,Omitted,2017-05-26,2017-08-03,0.0,0.0,69.0,Vicki Laflamme,Celia Rouche,West,services,United States,792.46,1299.0
09RN3MHV,Kan-code,GTX Pro,Won,Closed,2017-05-26,2017-09-21,5074.0,5074.0,118.0,Vicki Laflamme,Celia Rouche,West,software,United States,11698.03,34288.0
EPSIB2JR,Zoomit,MG Special,Engaging,Commit,2017-05-26,,,55.0,,Violet Mclelland,Cara Losch,East,entertainment,United States,324.19,978.0
YW14K7PE,Vehement Capital Partners,GTX Plus Pro,Won,Closed,2017-05-26,2017-09-23,5198.0,5198.0,120.0,Wilburn Farren,Cara Losch,East,finance,United States,646.1,883.0
G1L2YY5P,,GTX Basic,Engaging,Commit,2017-05-26,,,550.0,,Zane Levy,Summer Sewald,West,,,,
9UYUV724,Faxquote,GTX Plus Pro,Lost,Omitted,2017-05-26,2017-09-06,0.0,0.0,103.0,Zane Levy,Summer Sewald,West,telecommunications,United States,1825.82,5595.0
UZI6MKVR,Betatech,MG Special,Lost,Omitted,2017-05-27,2017-08-24,0.0,0.0,89.0,Anna Snelling,Dustin Brinkmann,Central,medical,Kenya,647.18,1185.0
N1H9ILZ9,Conecom,GTX Basic,Won,Closed,2017-05-27,2017-09-03,576.0,576.0,99.0,Anna Snelling,Dustin Brinkmann,Central,technology,United States,1520.66,1806.0
V8RYC18P,Stanredtax,MG Special,Won,Closed,2017-05-27,2017-08-21,57.0,57.0,86.0,Anna Snelling,Dustin Brinkmann,Central,finance,United States,1698.2,3798.0
5OQELHMF,Konex,GTX Pro,Lost,Omitted,2017-05-27,2017-08-14,0.0,0.0,79.0,Cassey Cress,Rocco Neubert,East,technology,United States,7708.38,13756.0
NCF4DT7H,Condax,MG Advanced,Lost,Omitted,2017-05-27,2017-06-05,0.0,0.0,9.0,Cecily Lampkin,Dustin Brinkmann,Central,medical,United States,4.54,9.0
DC2JL47C,Dontechi,GTX Pro,Engaging,Commit,2017-05-27,,,4821.0,,Daniell Hammack,Rocco Neubert,East,software,United States,4618.0,10083.0
GMN9KQN2,,GTX Pro,Engaging,Commit,2017-05-27,,,4821.0,,Daniell Hammack,Rocco Neubert,East,,,,
L9WWFYQW,Codehow,GTX Pro,Lost,Omitted,2017-05-27,2017-08-18,0.0,0.0,83.0,Darcel Schlecht,Melvin Marxen,Central,software,United States,2714.9,2641.0
AR2T4LAR,Scottech,GTX Pro,Won,Closed,2017-05-27,2017-08-22,4432.0,4432.0,87.0,Darcel Schlecht,Melvin Marxen,Central,marketing,United States,45.39,100.0
GPC8PLM7,Kinnamplus,GTX Basic,Won,Closed,2017-05-27,2017-09-02,481.0,481.0,98.0,Donn Cantrell,Rocco Neubert,East,retail,United States,702.72,1831.0
YA822MOB,Y-corporation,GTX Plus Pro,Lost,Omitted,2017-05-27,2017-08-22,0.0,0.0,87.0,James Ascencio,Summer Sewald,West,employment,United States,2871.35,9561.0
JBCQ1ODR,Newex,GTX Pro,Won,Closed,2017-05-27,2017-08-28,5293.0,5293.0,93.0,James Ascencio,Summer Sewald,West,services,Germany,1012.72,3492.0
M26BSX5S,Codehow,GTX Pro,Lost,Omitted,2017-05-27,2017-08-06,0.0,0.0,71.0,Jonathan Berthelot,Melvin Marxen,Central,software,United States,2714.9,2641.0
PLYYX5CD,Hottechi,GTX Plus Pro,Won,Closed,2017-05-27,2017-08-17,5769.0,5769.0,82.0,Jonathan Berthelot,Melvin Marxen,Central,technology,Korea,8170.38,16499.0
JP2EY6QU,Globex Corporation,GTX Pro,Won,Closed,2017-05-27,2017-09-02,4929.0,4929.0,98.0,Jonathan Berthelot,Melvin Marxen,Central,technology,Norway,1223.72,2497.0
48INT6OA,Rundofase,GTX Pro,Won,Closed,2017-05-27,2017-08-05,4924.0,4924.0,70.0,Jonathan Berthelot,Melvin Marxen,Central,technology,United States,1008.06,1238.0
EVDMSM4N,Blackzim,GTX Plus Basic,Lost,Omitted,2017-05-27,2017-08-14,0.0,0.0,79.0,Kami Bicknell,Summer Sewald,West,retail,United States,497.11,1588.0
9FH4OP4U,Faxquote,GTX Plus Pro,Won,Closed,2017-05-27,2017-08-04,5312.0,5312.0,69.0,Kary Hendrixson,Summer Sewald,West,telecommunications,United States,1825.82,5595.0
N128I4H8,Nam-zim,MG Special,Won,Closed,2017-05-27,2017-06-07,66.0,66.0,11.0,Kary Hendrixson,Summer Sewald,West,services,Brazil,405.59,1179.0
8NKLCSES,Toughzap,GTX Plus Basic,Won,Closed,2017-05-27,2017-06-18,1115.0,1115.0,22.0,Marty Freudenburg,Melvin Marxen,Central,retail,United States,332.43,799.0
1ZMWMU21,Conecom,MG Advanced,Won,Closed,2017-05-27,2017-08-23,3407.0,3407.0,88.0,Marty Freudenburg,Melvin Marxen,Central,technology,United States,1520.66,1806.0
R617R51D,Cancity,GTX Basic,Won,Closed,2017-05-27,2017-09-03,540.0,540.0,99.0,Niesha Huffines,Melvin Marxen,Central,retail,United States,718.62,2448.0
W8E2YLNY,Acme Corporation,GTX Plus Basic,Won,Closed,2017-05-27,2017-09-04,1095.0,1095.0,100.0,Reed Clapper,Rocco Neubert,East,technology,United States,1100.04,2822.0
TX9VFL4J,Silis,GTX Plus Basic,Won,Closed,2017-05-27,2017-08-23,1019.0,1019.0,88.0,Reed Clapper,Rocco Neubert,East,medical,United States,2818.38,6290.0
5ELX1QYM,Green-Plus,GTX Plus Basic,Lost,Omitted,2017-05-27,2017-05-30,0.0,0.0,3.0,Vicki Laflamme,Celia Rouche,West,services,United States,692.19,1922.0
RTQVKK41,Scotfind,GTX Pro,Lost,Omitted,2017-05-27,2017-08-17,0.0,0.0,82.0,Vicki Laflamme,Celia Rouche,West,software,United States,6354.87,16780.0
9DEDEQ5O,Green-Plus,GTX Pro,Won,Closed,2017-05-27,2017-09-14,4477.0,4477.0,110.0,Vicki Laflamme,Celia Rouche,West,services,United States,692.19,1922.0
Z8JLMCOM,Hatfan,GTX Pro,Won,Closed,2017-05-27,2017-06-02,4644.0,4644.0,6.0,Vicki Laflamme,Celia Rouche,West,services,United States,792.46,1299.0
1O58TWRZ,Finhigh,GTX Basic,Lost,Omitted,2017-05-28,2017-08-20,0.0,0.0,84.0,Anna Snelling,Dustin Brinkmann,Central,finance,United States,1102.43,1759.0
RHOZIG9P,Cancity,GTX Plus Basic,Lost,Omitted,2017-05-28,2017-06-13,0.0,0.0,16.0,Anna Snelling,Dustin Brinkmann,Central,retail,United States,718.62,2448.0
VXTVHC1Z,,GTX Plus Pro,Engaging,Commit,2017-05-28,,,5482.0,,Boris Faz,Rocco Neubert,East,,,,
52Q1PYGW,Zotware,GTX Plus Basic,Won,Closed,2017-05-28,2017-06-08,940.0,940.0,11.0,Boris Faz,Rocco Neubert,East,software,United States,4478.47,13809.0
56ZJUSNG,Acme Corporation,GTX Pro,Won,Closed,2017-05-28,2017-06-07,5378.0,5378.0,10.0,Daniell Hammack,Rocco Neubert,East,technology,United States,1100.04,2822.0
Y92RU9V8,Kan-code,GTX Pro,Won,Closed,2017-05-28,2017-06-15,4712.0,4712.0,18.0,Daniell Hammack,Rocco Neubert,East,software,United States,11698.03,34288.0
SXV6VZVC,Bioholding,GTX Plus Basic,Won,Closed,2017-05-28,2017-08-25,1118.0,1118.0,89.0,Darcel Schlecht,Melvin Marxen,Central,medical,Philippines,587.34,1356.0
BGY307FC,Ganjaflex,GTX Plus Pro,Won,Closed,2017-05-28,2017-08-11,5695.0,5695.0,75.0,Donn Cantrell,Rocco Neubert,East,retail,Japan,5158.71,17479.0
BAN0BVHW,Yearin,GTX Pro,Won,Closed,2017-05-28,2017-08-05,4462.0,4462.0,69.0,Donn Cantrell,Rocco Neubert,East,retail,United States,2261.05,3851.0
GV9G96Z1,Plussunin,GTX Pro,Lost,Omitted,2017-05-28,2017-08-30,0.0,0.0,94.0,Garret Kinder,Cara Losch,East,retail,United States,1419.98,4018.0
Z75R686C,Singletechno,MG Advanced,Won,Closed,2017-05-28,2017-08-28,3701.0,3701.0,92.0,Hayden Neloms,Celia Rouche,West,retail,United States,2214.94,5374.0
BO1ZOZG2,Ontomedia,GTX Plus Basic,Engaging,Commit,2017-05-28,,,1096.0,,Kary Hendrixson,Summer Sewald,West,employment,United States,882.12,2769.0
OERROEPM,,GTX Basic,Engaging,Commit,2017-05-28,,,550.0,,Markita Hansen,Celia Rouche,West,,,,
12GLKKV4,J-Texon,GTX Plus Basic,Won,Closed,2017-05-28,2017-06-08,941.0,941.0,11.0,Markita Hansen,Celia Rouche,West,retail,United States,1388.67,3583.0
VDD7H92Q,Hatfan,GTX Plus Basic,Won,Closed,2017-05-28,2017-06-05,1171.0,1171.0,8.0,Maureen Marcano,Summer Sewald,West,services,United States,792.46,1299.0
83JP1K4E,Rantouch,GTK 500,Won,Closed,2017-05-28,2017-08-28,24899.0,24899.0,92.0,Rosalina Dieter,Celia Rouche,West,telecommunications,United States,1188.42,3015.0
ME3H0RUJ,Rantouch,MG Advanced,Won,Closed,2017-05-28,2017-09-21,3418.0,3418.0,116.0,Rosalina Dieter,Celia Rouche,West,telecommunications,United States,1188.42,3015.0
W8E76HJG,Hottechi,GTX Basic,Won,Closed,2017-05-28,2017-06-08,537.0,537.0,11.0,Vicki Laflamme,Celia Rouche,West,technology,Korea,8170.38,16499.0
MWSPTOQK,,GTX Pro,Engaging,Commit,2017-05-28,,,4821.0,,Zane Levy,Summer Sewald,West,,,,
IMB2N710,Rantouch,GTX Plus Basic,Won,Closed,2017-05-28,2017-08-04,1053.0,1053.0,68.0,Zane Levy,Summer Sewald,West,telecommunications,United States,1188.42,3015.0
OJBBZHM4,Genco Pura Olive Oil Company,GTX Basic,Won,Closed,2017-05-29,2017-06-11,497.0,497.0,13.0,Anna Snelling,Dustin Brinkmann,Central,retail,Italy,894.33,1635.0
2PQORQGO,Zencorporation,GTX Plus Pro,Won,Closed,2017-05-29,2017-09-13,5714.0,5714.0,107.0,Boris Faz,Rocco Neubert,East,technology,China,40.79,142.0
I3RW4OMF,Bioholding,GTX Basic,Won,Closed,2017-05-29,2017-08-29,611.0,611.0,92.0,Cecily Lampkin,Dustin Brinkmann,Central,medical,Philippines,587.34,1356.0
RY6T3GLC,Zathunicon,GTX Pro,Engaging,Commit,2017-05-29,,,4821.0,,Corliss Cosme,Cara Losch,East,retail,United States,71.12,144.0
LG8ZAMCB,Opentech,GTX Pro,Won,Closed,2017-05-29,2017-06-11,5642.0,5642.0,13.0,Corliss Cosme,Cara Losch,East,finance,United States,355.23,853.0
XJ8UTM6B,Umbrella Corporation,GTX Pro,Won,Closed,2017-05-29,2017-06-11,5081.0,5081.0,13.0,Corliss Cosme,Cara Losch,East,finance,United States,2022.14,5113.0
CVGTFBZE,Cancity,GTX Pro,Won,Closed,2017-05-29,2017-08-02,3985.0,3985.0,65.0,Darcel Schlecht,Melvin Marxen,Central,retail,United States,718.62,2448.0
RW02HG5P,Bluth Company,MG Advanced,Won,Closed,2017-05-29,2017-06-11,3313.0,3313.0,13.0,Donn Cantrell,Rocco Neubert,East,technology,United States,1242.32,3027.0
7W8CQJ2Z,Plexzap,MG Advanced,Won,Closed,2017-05-29,2017-06-11,3850.0,3850.0,13.0,Elease Gluck,Celia Rouche,West,retail,United States,2437.85,4874.0
M03IHS3P,Scottech,GTX Plus Basic,Won,Closed,2017-05-29,2017-08-06,917.0,917.0,69.0,Gladys Colclough,Melvin Marxen,Central,marketing,United States,45.39,100.0
GX3SHSEA,Streethex,MG Special,Won,Closed,2017-05-29,2017-08-08,56.0,56.0,71.0,Gladys Colclough,Melvin Marxen,Central,retail,Belgium,1376.8,1165.0
8G3HB5S6,,GTX Basic,Engaging,Commit,2017-05-29,,,550.0,,James Ascencio,Summer Sewald,West,,,,
9KTHISLX,Lexiqvolax,MG Advanced,Lost,Omitted,2017-05-29,2017-08-18,0.0,0.0,81.0,James Ascencio,Summer Sewald,West,medical,United States,1618.89,3889.0
Q808L4HZ,Newex,GTX Pro,Won,Closed,2017-05-29,2017-08-07,5194.0,5194.0,70.0,James Ascencio,Summer Sewald,West,services,Germany,1012.72,3492.0
IWQP4M72,Bioholding,GTX Plus Basic,Lost,Omitted,2017-05-29,2017-08-29,0.0,0.0,92.0,Jonathan Berthelot,Melvin Marxen,Central,medical,Philippines,587.34,1356.0
MPME6VZD,Dontechi,GTX Plus Basic,Engaging,Commit,2017-05-29,,,1096.0,,Kami Bicknell,Summer Sewald,West,software,United States,4618.0,10083.0
EUYJDW9C,,GTX Pro,Engaging,Commit,2017-05-29,,,4821.0,,Kary Hendrixson,Summer Sewald,West,,,,
3GOXMQPF,Golddex,GTX Plus Basic,Won,Closed,2017-05-29,2017-08-17,1002.0,1002.0,80.0,Kary Hendrixson,Summer Sewald,West,finance,United States,52.5,165.0
1WZ5N86Q,Hottechi,GTX Plus Pro,Won,Closed,2017-05-29,2017-08-17,6042.0,6042.0,80.0,Kary Hendrixson,Summer Sewald,West,technology,Korea,8170.38,16499.0
C3QK8M7F,Sonron,GTX Plus Pro,Won,Closed,2017-05-29,2017-06-15,4423.0,4423.0,17.0,Markita Hansen,Celia Rouche,West,telecommunications,United States,1699.85,5108.0
9BXXDYH9,Groovestreet,MG Special,Won,Closed,2017-05-29,2017-08-18,45.0,45.0,81.0,Markita Hansen,Celia Rouche,West,retail,United States,223.8,299.0
YRTI0EKE,,GTX Basic,Engaging,Commit,2017-05-29,,,550.0,,Rosalina Dieter,Celia Rouche,West,,,,
4X3H9YD5,Kan-code,GTK 500,Won,Closed,2017-05-29,2017-08-29,25791.0,25791.0,92.0,Rosalina Dieter,Celia Rouche,West,software,United States,11698.03,34288.0
K83L4L0I,Mathtouch,MG Advanced,Won,Closed,2017-05-29,2017-06-17,2918.0,2918.0,19.0,Rosie Papadopoulos,Cara Losch,East,marketing,Jordan,3027.46,9516.0
E9C7WXQL,Streethex,GTX Plus Basic,Won,Closed,2017-05-29,2017-09-19,959.0,959.0,113.0,Versie Hillebrand,Dustin Brinkmann,Central,retail,Belgium,1376.8,1165.0
UMXZFLO8,,GTX Pro,Engaging,Commit,2017-05-29,,,4821.0,,Zane Levy,Summer Sewald,West,,,,
AAVJHH3M,Green-Plus,GTX Pro,Won,Closed,2017-05-29,2017-06-06,5532.0,5532.0,8.0,Zane Levy,Summer Sewald,West,services,United States,692.19,1922.0
NEVHU7GV,Ontomedia,GTX Plus Basic,Lost,Omitted,2017-05-30,2017-08-07,0.0,0.0,69.0,Boris Faz,Rocco Neubert,East,employment,United States,882.12,2769.0
